img_path,label
train/1.png,0
train/2.png,0
train/3.png,0
train/4.png,0
train/5.png,0
train/6.png,0
train/7.png,0
train/8.png,0
train/9.png,0
train/10.png,0
train/11.png,0
train/12.png,0
train/13.png,0
train/14.png,0
train/15.png,0
train/16.png,0
train/17.png,1
train/18.png,0
train/19.png,0
train/20.png,0
train/21.png,0
train/22.png,0
train/23.png,1
train/24.png,0
train/25.png,0
train/26.png,0
train/27.png,0
train/28.png,0
train/29.png,0
train/30.png,0
train/31.png,0
train/32.png,0
train/33.png,0
train/34.png,0
train/35.png,0
train/36.png,0
train/37.png,0
train/38.png,0
train/39.png,0
train/40.png,0
train/41.png,0
train/42.png,0
train/43.png,0
train/44.png,0
train/45.png,0
train/46.png,0
train/47.png,0
train/48.png,0
train/49.png,0
train/50.png,0
train/51.png,0
train/52.png,0
train/53.png,1
train/54.png,0
train/55.png,0
train/56.png,0
train/57.png,0
train/58.png,0
train/59.png,1
train/60.png,0
train/61.png,0
train/62.png,0
train/63.png,0
train/64.png,0
train/65.png,0
train/66.png,0
train/67.png,0
train/68.png,0
train/69.png,0
train/70.png,0
train/71.png,0
train/72.png,0
train/73.png,0
train/74.png,1
train/75.png,0
train/76.png,0
train/77.png,0
train/78.png,0
train/79.png,0
train/80.png,0
train/81.png,0
train/82.png,0
train/83.png,0
train/84.png,0
train/85.png,0
train/86.png,0
train/87.png,0
train/88.png,0
train/89.png,0
train/90.png,0
train/91.png,0
train/92.png,0
train/93.png,1
train/94.png,0
train/95.png,0
train/96.png,1
train/97.png,0
train/98.png,0
train/99.png,0
train/100.png,0
train/101.png,0
train/102.png,0
train/103.png,0
train/104.png,0
train/105.png,1
train/106.png,0
train/107.png,0
train/108.png,0
train/109.png,0
train/110.png,0
train/111.png,0
train/112.png,0
train/113.png,0
train/114.png,0
train/115.png,0
train/116.png,0
train/117.png,0
train/118.png,0
train/119.png,0
train/120.png,0
train/121.png,0
train/122.png,0
train/123.png,0
train/124.png,0
train/125.png,0
train/126.png,0
train/127.png,0
train/128.png,0
train/129.png,0
train/130.png,0
train/131.png,0
train/132.png,0
train/133.png,0
train/134.png,0
train/135.png,0
train/136.png,0
train/137.png,0
train/138.png,0
train/139.png,0
train/140.png,0
train/141.png,0
train/142.png,1
train/143.png,0
train/144.png,0
train/145.png,0
train/146.png,1
train/147.png,0
train/148.png,0
train/149.png,0
train/150.png,0
train/151.png,0
train/152.png,0
train/153.png,0
train/154.png,0
train/155.png,0
train/156.png,0
train/157.png,0
train/158.png,0
train/159.png,0
train/160.png,0
train/161.png,1
train/162.png,0
train/163.png,0
train/164.png,0
train/165.png,1
train/166.png,0
train/167.png,0
train/168.png,0
train/169.png,0
train/170.png,0
train/171.png,0
train/172.png,0
train/173.png,0
train/174.png,1
train/175.png,0
train/176.png,0
train/177.png,0
train/178.png,0
train/179.png,0
train/180.png,0
train/181.png,0
train/182.png,0
train/183.png,0
train/184.png,0
train/185.png,0
train/186.png,0
train/187.png,0
train/188.png,0
train/189.png,0
train/190.png,0
train/191.png,1
train/192.png,0
train/193.png,0
train/194.png,0
train/195.png,0
train/196.png,0
train/197.png,1
train/198.png,0
train/199.png,0
train/200.png,0
train/201.png,0
train/202.png,0
train/203.png,0
train/204.png,0
train/205.png,0
train/206.png,0
train/207.png,0
train/208.png,0
train/209.png,0
train/210.png,0
train/211.png,0
train/212.png,1
train/213.png,0
train/214.png,0
train/215.png,0
train/216.png,0
train/217.png,0
train/218.png,0
train/219.png,0
train/220.png,0
train/221.png,0
train/222.png,0
train/223.png,0
train/224.png,0
train/225.png,0
train/226.png,0
train/227.png,0
train/228.png,0
train/229.png,0
train/230.png,0
train/231.png,1
train/232.png,1
train/233.png,0
train/234.png,0
train/235.png,0
train/236.png,0
train/237.png,0
train/238.png,0
train/239.png,0
train/240.png,0
train/241.png,0
train/242.png,0
train/243.png,0
train/244.png,0
train/245.png,0
train/246.png,0
train/247.png,1
train/248.png,0
train/249.png,0
train/250.png,0
train/251.png,0
train/252.png,0
train/253.png,0
train/254.png,1
train/255.png,1
train/256.png,0
train/257.png,0
train/258.png,0
train/259.png,0
train/260.png,0
train/261.png,0
train/262.png,0
train/263.png,1
train/264.png,0
train/265.png,0
train/266.png,0
train/267.png,0
train/268.png,0
train/269.png,0
train/270.png,0
train/271.png,0
train/272.png,0
train/273.png,0
train/274.png,0
train/275.png,0
train/276.png,0
train/277.png,0
train/278.png,1
train/279.png,0
train/280.png,0
train/281.png,0
train/282.png,0
train/283.png,0
train/284.png,0
train/285.png,0
train/286.png,0
train/287.png,0
train/288.png,0
train/289.png,0
train/290.png,0
train/291.png,0
train/292.png,0
train/293.png,0
train/294.png,0
train/295.png,0
train/296.png,0
train/297.png,0
train/298.png,0
train/299.png,1
train/300.png,0
train/301.png,0
train/302.png,0
train/303.png,0
train/304.png,0
train/305.png,0
train/306.png,0
train/307.png,0
train/308.png,0
train/309.png,0
train/310.png,0
train/311.png,0
train/312.png,0
train/313.png,0
train/314.png,0
train/315.png,0
train/316.png,0
train/317.png,1
train/318.png,1
train/319.png,0
train/320.png,0
train/321.png,0
train/322.png,0
train/323.png,0
train/324.png,0
train/325.png,0
train/326.png,0
